Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,registration_year,owner_type,car_condition,insurance_status,accident_history,city
1886,Hyundai i20,Hyundai,i20,5,40000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000,2021,First Owner,Excellent,Active,No,Lucknow
1887,Hyundai i20,Hyundai,i20,3,40000,Dealer,Petrol,Manual,17.19,1197,81.86,5,700000,2023,First Owner,Good,Active,Yes,Lucknow
1889,Skoda Rapid,Skoda,Rapid,6,45000,Dealer,Diesel,Manual,20.5,1598,103.5,5,400000,2020,Third Owner,Good,Active,No,Kolkata
1890,Hyundai Creta,Hyundai,Creta,4,60000,Dealer,Petrol,Manual,15.8,1591,121.3,5,825000,2022,First Owner,Good,Expired,Yes,Chennai
1891,Renault Duster,Renault,Duster,8,80000,Individual,Diesel,Manual,20.46,1461,83.8,5,450000,2018,First Owner,Good,Active,No,Bangalore
1893,Hyundai Creta,Hyundai,Creta,6,70000,Dealer,Diesel,Manual,19.67,1582,126.2,5,775000,2020,Third Owner,Excellent,Active,No,Chennai
1894,Tata Tigor,Tata,Tigor,4,25000,Individual,Petrol,Manual,20.3,1199,84.0,5,500000,2022,First Owner,Good,Active,No,Lucknow
1895,Ford Ecosport,Ford,Ecosport,6,50000,Individual,Petrol,Manual,15.85,1499,110.4,5,540000,2020,First Owner,Poor,Active,No,Lucknow
1896,Maruti Swift,Maruti,Swift,6,49000,Individual,Diesel,Manual,25.2,1248,74.0,5,380000,2020,First Owner,Excellent,Active,Yes,Delhi
1897,Tata Tiago,Tata,Tiago,4,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,450000,2022,First Owner,Good,Active,No,Hyderabad
1898,Skoda Octavia,Skoda,Octavia,6,50000,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1050000,2020,First Owner,Fair,Active,No,Bangalore
1899,Ford Ecosport,Ford,Ecosport,5,51303,Dealer,Diesel,Manual,23.0,1498,98.96,5,780000,2021,First Owner,Poor,Expired,No,Jaipur
1900,Audi A4,Audi,A4,9,39000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1195000,2017,Second Owner,Excellent,Active,No,Kolkata
1901,BMW 5,BMW,5,9,50000,Dealer,Diesel,Automatic,16.2,2993,258.0,5,1700000,2017,First Owner,Fair,Active,No,Ahmedabad
1902,Hyundai i10,Hyundai,i10,6,38000,Individual,Petrol,Manual,19.81,1086,68.05,5,350000,2020,First Owner,Good,Expired,No,Kolkata
1903,Mahindra Bolero,Mahindra,Bolero,6,42135,Dealer,Diesel,Manual,21.0,1498,74.96,7,561000,2020,Third Owner,Poor,Active,No,Kolkata
1904,Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,Diesel,Manual,15.4,1997,120.0,7,900000,2020,First Owner,Excellent,Active,No,Jaipur
1905,Maruti Wagon R,Maruti,Wagon R,9,60000,Individual,Petrol,Manual,18.9,998,67.1,5,250000,2017,Third Owner,Good,Active,No,Ahmedabad
1907,Hyundai i20,Hyundai,i20,3,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,625000,2023,First Owner,Excellent,Active,No,Mumbai
1908,Tata Tiago,Tata,Tiago,2,3000,Individual,Petrol,Manual,23.84,1199,84.0,5,550000,2024,First Owner,Excellent,Expired,No,Bangalore
1909,Maruti Alto,Maruti,Alto,11,35760,Dealer,Petrol,Manual,23.95,998,67.05,5,205000,2015,Fourth+ Owner,Good,Expired,No,Lucknow
1911,Hyundai Verna,Hyundai,Verna,9,90000,Individual,Diesel,Manual,22.32,1582,126.32,5,370000,2017,First Owner,Excellent,Active,No,Hyderabad
1912,Land Rover Rover,Land Rover,Rover,8,80000,Dealer,Diesel,Automatic,12.39,2179,147.51,5,1275000,2018,Third Owner,Excellent,Expired,No,Pune
1915,Hyundai Santro,Hyundai,Santro,8,39000,Dealer,Petrol,Manual,17.92,1086,62.1,5,230000,2018,Second Owner,Excellent,Active,No,Bangalore
1919,Hyundai Verna,Hyundai,Verna,3,12000,Dealer,Petrol,Manual,17.1,1591,121.3,5,1025000,2023,Second Owner,Good,Active,No,Chennai
1920,Maruti Swift Dzire,Maruti,Swift Dzire,7,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,500000,2019,Second Owner,Poor,Active,No,Delhi
1922,Honda Amaze,Honda,Amaze,7,27233,Dealer,Diesel,Manual,27.4,1498,98.63,5,465000,2019,Second Owner,Good,Expired,No,Ahmedabad
1923,Toyota Fortuner,Toyota,Fortuner,9,100000,Individual,Diesel,Automatic,11.5,2982,169.0,7,1300000,2017,Second Owner,Excellent,Expired,No,Mumbai
1925,Honda Amaze,Honda,Amaze,8,49364,Dealer,Diesel,Manual,25.8,1498,98.6,5,340000,2018,First Owner,Good,Active,No,Jaipur
1926,Maruti Swift,Maruti,Swift,6,64366,Dealer,Diesel,Manual,28.4,1248,74.0,5,468000,2020,Third Owner,Fair,Expired,No,Pune
1927,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,177000,Individual,Diesel,Automatic,14.21,2143,203.0,5,1600000,2018,Second Owner,Excellent,Active,No,Jaipur
1928,Hyundai i20,Hyundai,i20,6,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,550000,2020,First Owner,Fair,Active,Yes,Ahmedabad
1929,Hyundai i20,Hyundai,i20,2,18000,Individual,Petrol,Manual,18.6,1197,81.86,5,650000,2024,Third Owner,Good,Active,No,Jaipur
1930,Maruti Wagon R,Maruti,Wagon R,5,30000,Individual,Petrol,Manual,20.51,998,67.04,5,340000,2021,First Owner,Fair,Active,No,Chennai
1931,Hyundai Creta,Hyundai,Creta,5,70000,Individual,Diesel,Manual,19.67,1582,126.2,5,950000,2021,Third Owner,Excellent,Expired,No,Chennai
1932,Maruti Swift Dzire,Maruti,Swift Dzire,5,15000,Individual,Petrol,Manual,20.85,1197,83.14,5,540000,2021,First Owner,Excellent,Active,No,Chennai
1934,Ford Figo,Ford,Figo,8,62256,Dealer,Diesel,Manual,20.0,1399,68.05,5,300000,2018,First Owner,Excellent,Active,No,Kolkata
1936,Ford Aspire,Ford,Aspire,5,35000,Individual,Petrol,Manual,18.16,1196,86.8,5,369000,2021,First Owner,Good,Active,No,Bangalore
1937,Honda Jazz,Honda,Jazz,5,34000,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000,2021,First Owner,Good,Active,No,Hyderabad
1939,Hyundai i20,Hyundai,i20,5,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,680000,2021,Second Owner,Good,Active,No,Ahmedabad
1940,Maruti Swift Dzire,Maruti,Swift Dzire,6,68082,Dealer,Diesel,Manual,23.4,1248,74.0,5,465000,2020,First Owner,Good,Active,No,Delhi
1941,Maruti Swift,Maruti,Swift,3,30000,Dealer,Diesel,Manual,28.4,1248,74.0,5,760000,2023,First Owner,Good,Active,No,Pune
1942,Hyundai Creta,Hyundai,Creta,2,38280,Trustmark Dealer,Petrol,Manual,15.29,1591,121.3,5,950000,2024,First Owner,Good,Active,No,Jaipur
1943,Maruti Wagon R,Maruti,Wagon R,16,84000,Individual,Petrol,Manual,14.0,1061,64.0,5,100000,2010,First Owner,Good,Active,No,Kolkata
1944,Ford Figo,Ford,Figo,2,8073,Trustmark Dealer,Petrol,Manual,20.4,1194,94.93,5,575000,2024,First Owner,Fair,Active,No,Bangalore
1946,Maruti Eeco,Maruti,Eeco,3,76826,Dealer,CNG,Manual,15.1,1196,73.0,5,365000,2023,Fourth+ Owner,Good,Active,Yes,Lucknow
1948,Ford Ecosport,Ford,Ecosport,6,36000,Dealer,Diesel,Manual,22.77,1498,98.59,5,565000,2020,Fourth+ Owner,Good,Active,No,Lucknow
1949,Ford Ecosport,Ford,Ecosport,4,50000,Individual,Diesel,Manual,23.0,1498,98.96,5,650000,2022,Second Owner,Good,Active,No,Chennai
1950,Mahindra Scorpio,Mahindra,Scorpio,11,158000,Individual,Diesel,Automatic,11.79,2179,120.0,8,400000,2015,Second Owner,Excellent,Expired,No,Ahmedabad
1951,Maruti Swift,Maruti,Swift,2,15000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,650000,2024,First Owner,Good,Expired,No,Mumbai
1952,Maruti Swift,Maruti,Swift,9,52000,Dealer,Petrol,Manual,18.6,1197,85.8,5,299000,2017,First Owner,Excellent,Expired,No,Hyderabad
1953,Maruti Wagon R,Maruti,Wagon R,14,80000,Dealer,Petrol,Manual,20.51,998,67.04,5,85000,2012,First Owner,Excellent,Active,No,Kolkata
1954,Audi Q7,Audi,Q7,7,40000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2375000,2019,Second Owner,Good,Active,No,Delhi
1955,Hyundai Grand,Hyundai,Grand,7,49000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,475000,2019,Second Owner,Good,Active,No,Jaipur
1958,Skoda Rapid,Skoda,Rapid,2,8500,Dealer,Petrol,Automatic,14.84,1598,103.2,5,1035000,2024,First Owner,Excellent,Expired,No,Ahmedabad
1959,Volkswagen Vento,Volkswagen,Vento,11,78000,Dealer,Diesel,Manual,20.5,1598,105.0,5,289000,2015,First Owner,Excellent,Active,No,Hyderabad
1960,Ford Endeavour,Ford,Endeavour,5,67000,Dealer,Diesel,Automatic,11.4,2953,153.86,7,2340000,2021,First Owner,Good,Active,No,Lucknow
1961,Honda Jazz,Honda,Jazz,3,19000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,775000,2023,First Owner,Excellent,Active,No,Ahmedabad
1962,Volkswagen Vento,Volkswagen,Vento,10,80000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000,2016,First Owner,Excellent,Active,No,Lucknow
1963,Maruti Alto,Maruti,Alto,3,40000,Individual,Petrol,Manual,24.7,796,47.3,5,270000,2023,First Owner,Good,Active,No,Hyderabad
1964,Honda Amaze,Honda,Amaze,7,109000,Dealer,Diesel,Manual,25.8,1498,98.6,5,450000,2019,Second Owner,Excellent,Active,No,Pune
1965,Maruti Ciaz,Maruti,Ciaz,6,13000,Dealer,Petrol,Manual,20.73,1373,91.1,5,640000,2020,First Owner,Fair,Active,Yes,Pune
1966,Hyundai Grand,Hyundai,Grand,6,62220,Dealer,Diesel,Manual,24.0,1120,70.0,5,490000,2020,First Owner,Excellent,Active,No,Delhi
1967,Maruti Wagon R,Maruti,Wagon R,4,50000,Individual,CNG,Manual,26.6,998,58.16,5,400000,2022,First Owner,Good,Active,Yes,Ahmedabad
1968,Honda WR-V,Honda,WR-V,4,90000,Individual,Diesel,Manual,25.5,1498,98.6,5,835000,2022,First Owner,Fair,Active,No,Ahmedabad
1969,Hyundai Creta,Hyundai,Creta,4,34000,Individual,Diesel,Manual,21.38,1396,88.7,5,1150000,2022,First Owner,Excellent,Active,No,Pune
1970,Skoda Rapid,Skoda,Rapid,6,28800,Dealer,Petrol,Automatic,14.3,1598,103.52,5,625000,2020,Second Owner,Good,Expired,No,Delhi
1971,Mahindra XUV500,Mahindra,XUV500,3,21000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1325000,2023,First Owner,Excellent,Active,No,Lucknow
1972,Honda City,Honda,City,5,56000,Dealer,Petrol,Manual,17.8,1497,117.3,5,660000,2021,Second Owner,Fair,Active,No,Hyderabad
1973,Mahindra XUV500,Mahindra,XUV500,9,120000,Individual,Diesel,Manual,15.1,2179,140.0,7,780000,2017,Fourth+ Owner,Excellent,Active,No,Lucknow
1974,Toyota Innova,Toyota,Innova,13,184000,Dealer,Diesel,Manual,12.8,2494,102.0,8,480000,2013,First Owner,Excellent,Active,Yes,Lucknow
1975,Toyota Innova,Toyota,Innova,5,108000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1125000,2021,Fourth+ Owner,Good,Active,No,Chennai
1977,Hyundai Grand,Hyundai,Grand,2,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,600000,2024,Fourth+ Owner,Good,Active,Yes,Kolkata
1978,Honda City,Honda,City,11,70000,Dealer,Petrol,Manual,17.0,1497,118.0,5,370000,2015,First Owner,Good,Active,No,Lucknow
1980,Volkswagen Polo,Volkswagen,Polo,8,48000,Dealer,Petrol,Manual,18.78,999,75.0,5,325000,2018,Third Owner,Fair,Expired,No,Hyderabad
1982,Maruti Celerio,Maruti,Celerio,3,15978,Dealer,Petrol,Manual,23.1,998,67.04,5,465000,2023,Third Owner,Excellent,Active,No,Mumbai
1983,Honda City,Honda,City,6,87828,Dealer,Petrol,Manual,17.4,1497,117.3,5,595000,2020,Second Owner,Fair,Active,No,Bangalore
1984,Hyundai Elantra,Hyundai,Elantra,5,32000,Dealer,Diesel,Automatic,18.23,1582,126.2,5,1375000,2021,Second Owner,Good,Expired,No,Delhi
1985,Mahindra XUV500,Mahindra,XUV500,3,30000,Individual,Diesel,Manual,16.0,2179,140.0,7,1200000,2023,First Owner,Excellent,Active,No,Mumbai
1986,Hyundai i20,Hyundai,i20,4,52000,Dealer,Diesel,Manual,21.19,1396,88.76,5,745000,2022,First Owner,Fair,Active,No,Jaipur
1987,Toyota Innova,Toyota,Innova,3,28000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1890000,2023,Fourth+ Owner,Excellent,Expired,No,Jaipur
1988,Volkswagen Polo,Volkswagen,Polo,8,93500,Individual,Diesel,Manual,22.07,1199,73.9,5,315000,2018,First Owner,Fair,Active,No,Delhi
1990,Audi A6,Audi,A6,7,64000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1700000,2019,First Owner,Excellent,Active,No,Kolkata
1992,Maruti Wagon R,Maruti,Wagon R,11,102000,Dealer,Petrol,Manual,20.52,1197,81.8,5,200000,2015,Second Owner,Good,Expired,No,Delhi
1993,Datsun GO,Datsun,GO,5,30000,Individual,Petrol,Manual,19.44,1198,67.0,7,450000,2021,Second Owner,Good,Active,No,Hyderabad
1995,Maruti Ertiga,Maruti,Ertiga,8,68500,Dealer,CNG,Manual,22.8,1373,80.9,7,585000,2018,First Owner,Fair,Active,No,Delhi
1998,Maruti Baleno,Maruti,Baleno,4,6700,Individual,Petrol,Manual,21.4,1197,83.1,5,650000,2022,First Owner,Good,Active,No,Bangalore
1999,Mahindra Scorpio,Mahindra,Scorpio,10,88000,Dealer,Diesel,Manual,13.5,2179,115.0,5,499000,2016,First Owner,Good,Active,No,Delhi
2000,Honda Amaze,Honda,Amaze,7,25000,Individual,Petrol,Manual,18.0,1198,86.7,5,560000,2019,First Owner,Good,Active,No,Chennai
2001,Maruti Swift,Maruti,Swift,15,67000,Dealer,Petrol,Manual,16.1,1298,88.2,5,160000,2011,Second Owner,Good,Active,No,Chennai
2002,Hyundai i20,Hyundai,i20,7,74000,Dealer,Petrol,Manual,17.0,1197,80.0,5,575000,2019,First Owner,Good,Active,No,Chennai
2003,Maruti Ertiga,Maruti,Ertiga,4,100000,Individual,Diesel,Manual,24.52,1248,88.5,7,800000,2022,First Owner,Good,Active,No,Hyderabad
2004,Toyota Fortuner,Toyota,Fortuner,4,98000,Dealer,Diesel,Automatic,15.04,2755,174.5,7,2700000,2022,First Owner,Good,Active,No,Chennai
2005,Hyundai Elantra,Hyundai,Elantra,4,21000,Dealer,Petrol,Manual,14.59,1999,149.92,5,970000,2022,First Owner,Poor,Active,No,Chennai
2006,Mahindra Scorpio,Mahindra,Scorpio,10,230000,Individual,Diesel,Automatic,11.79,2179,120.0,8,475000,2016,Second Owner,Excellent,Active,Yes,Delhi
2009,Maruti Swift,Maruti,Swift,8,27000,Individual,Diesel,Manual,22.9,1248,74.0,5,450000,2018,Third Owner,Good,Active,Yes,Lucknow
2010,Honda City,Honda,City,5,13000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,895000,2021,Second Owner,Poor,Active,No,Pune
2011,Maruti Wagon R,Maruti,Wagon R,7,89000,Dealer,CNG,Manual,32.52,998,58.33,5,310000,2019,First Owner,Excellent,Active,No,Hyderabad
2012,Hyundai Creta,Hyundai,Creta,3,70000,Individual,Diesel,Manual,20.5,1582,126.2,5,1300000,2023,Fourth+ Owner,Fair,Active,No,Delhi
2013,Skoda Octavia,Skoda,Octavia,3,16000,Dealer,Petrol,Automatic,15.1,1798,178.0,5,1975000,2023,Second Owner,Good,Active,No,Kolkata
2015,Hyundai i20,Hyundai,i20,8,57000,Dealer,Diesel,Manual,22.54,1396,88.76,5,450000,2018,Fourth+ Owner,Good,Active,No,Mumbai
2016,Toyota Innova,Toyota,Innova,5,186000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1350000,2021,Fourth+ Owner,Poor,Active,No,Mumbai
2017,Maruti Wagon R,Maruti,Wagon R,7,41123,Dealer,Petrol,Manual,20.51,998,67.04,5,385000,2019,First Owner,Excellent,Active,No,Jaipur
2019,Skoda Rapid,Skoda,Rapid,7,72000,Dealer,Diesel,Manual,21.14,1498,103.52,5,475000,2019,Third Owner,Fair,Active,No,Chennai
2020,Ford Figo,Ford,Figo,9,90566,Dealer,Diesel,Manual,20.0,1399,68.0,5,250000,2017,Second Owner,Excellent,Active,No,Pune
2021,Honda CR-V,Honda,CR-V,5,56000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1475000,2021,Fourth+ Owner,Excellent,Active,No,Lucknow
2022,Skoda Superb,Skoda,Superb,7,51000,Dealer,Diesel,Automatic,17.2,1968,138.08,5,850000,2019,Second Owner,Good,Active,No,Hyderabad
2023,Maruti Wagon R,Maruti,Wagon R,6,55000,Dealer,CNG,Manual,33.54,998,67.04,5,335000,2020,Fourth+ Owner,Good,Active,No,Bangalore
2024,Maruti Swift Dzire,Maruti,Swift Dzire,5,50000,Dealer,Petrol,Manual,20.85,1197,83.14,5,550000,2021,Second Owner,Poor,Active,No,Bangalore
2026,BMW 3,BMW,3,7,70400,Dealer,Diesel,Automatic,18.88,1995,184.0,5,2045000,2019,Second Owner,Excellent,Expired,No,Delhi
2027,Maruti Celerio,Maruti,Celerio,4,15000,Individual,Petrol,Manual,23.1,998,67.04,5,440000,2022,First Owner,Good,Expired,No,Mumbai
2028,Maruti Vitara,Maruti,Vitara,3,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000,2023,First Owner,Good,Active,No,Bangalore
2029,Hyundai Creta,Hyundai,Creta,6,45000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000,2020,First Owner,Excellent,Active,No,Kolkata
2030,Hyundai Santro,Hyundai,Santro,2,20000,Individual,Petrol,Manual,20.3,1086,68.0,5,425000,2024,Second Owner,Fair,Active,No,Lucknow
2032,Maruti Swift,Maruti,Swift,3,13000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,670000,2023,First Owner,Good,Active,Yes,Pune
2033,Hyundai i20,Hyundai,i20,6,42000,Dealer,Petrol,Manual,18.5,1197,80.0,5,490000,2020,First Owner,Good,Active,No,Bangalore
2034,Maruti Ciaz,Maruti,Ciaz,3,15700,Dealer,Petrol,Automatic,20.28,1462,103.25,5,920000,2023,First Owner,Excellent,Active,No,Pune
2035,Volkswagen Vento,Volkswagen,Vento,6,50000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,525000,2020,Second Owner,Good,Expired,No,Pune
2036,Maruti Ertiga,Maruti,Ertiga,4,70000,Dealer,Diesel,Manual,24.52,1248,88.5,7,910000,2022,Fourth+ Owner,Good,Active,No,Kolkata
2038,Maruti Ciaz,Maruti,Ciaz,5,48448,Dealer,Petrol,Manual,20.73,1373,91.1,5,675000,2021,First Owner,Excellent,Active,No,Lucknow
2039,Honda City,Honda,City,3,21000,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1185000,2023,First Owner,Excellent,Expired,No,Lucknow
2040,Maruti Vitara,Maruti,Vitara,3,51000,Dealer,Diesel,Manual,24.3,1248,88.5,5,950000,2023,First Owner,Good,Active,No,Hyderabad
2041,Datsun RediGO,Datsun,RediGO,2,14322,Dealer,Petrol,Manual,22.7,799,53.64,5,315000,2024,First Owner,Good,Active,No,Mumbai
2042,Honda City,Honda,City,5,64029,Dealer,Petrol,Manual,17.8,1497,117.3,5,750000,2021,First Owner,Good,Expired,No,Hyderabad
2043,Maruti Swift Dzire,Maruti,Swift Dzire,9,37809,Dealer,Petrol,Manual,17.5,1298,85.8,5,335000,2017,First Owner,Fair,Active,No,Bangalore
2045,Maruti Wagon R,Maruti,Wagon R,5,29000,Dealer,Petrol,Automatic,20.51,998,67.0,5,450000,2021,First Owner,Good,Active,No,Mumbai
2046,Tata Nexon,Tata,Nexon,3,33000,Dealer,Diesel,Automatic,21.5,1497,108.5,5,951000,2023,First Owner,Fair,Active,No,Chennai
2047,Renault KWID,Renault,KWID,5,95518,Dealer,Petrol,Manual,23.01,999,67.0,5,295000,2021,First Owner,Good,Active,Yes,Lucknow
2048,Maruti Wagon R,Maruti,Wagon R,7,25978,Dealer,Petrol,Manual,18.9,998,67.1,5,325000,2019,First Owner,Excellent,Active,No,Ahmedabad
2050,Ford Ecosport,Ford,Ecosport,2,15000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,1145000,2024,Third Owner,Excellent,Active,Yes,Bangalore
2051,Honda Amaze,Honda,Amaze,5,45000,Dealer,Petrol,Manual,18.0,1198,86.7,5,550000,2021,Second Owner,Good,Active,No,Pune
2052,Tata Tiago,Tata,Tiago,2,15000,Individual,Petrol,Manual,23.84,1199,83.83,5,530000,2024,Third Owner,Excellent,Active,No,Jaipur
2053,Mini Cooper,Mini,Cooper,7,55000,Dealer,Diesel,Automatic,23.8,1998,112.0,5,1600000,2019,Second Owner,Excellent,Active,No,Lucknow
2054,Skoda Rapid,Skoda,Rapid,7,34000,Dealer,Diesel,Manual,20.5,1598,103.5,5,485000,2019,First Owner,Excellent,Active,Yes,Lucknow
2055,Maruti Celerio,Maruti,Celerio,4,25000,Individual,Petrol,Automatic,23.1,998,67.04,5,500000,2022,Second Owner,Good,Active,No,Ahmedabad
2056,Maruti Ciaz,Maruti,Ciaz,3,30000,Dealer,Petrol,Manual,20.65,1462,103.25,5,765000,2023,Third Owner,Good,Active,No,Chennai
2057,Maruti Celerio,Maruti,Celerio,7,66000,Dealer,CNG,Manual,31.79,998,58.2,5,360000,2019,Third Owner,Excellent,Expired,No,Hyderabad
2058,Toyota Innova,Toyota,Innova,4,7000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1895000,2022,First Owner,Good,Active,No,Chennai
2059,Hyundai Grand,Hyundai,Grand,8,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,320000,2018,First Owner,Fair,Active,No,Bangalore
2060,Jeep Compass,Jeep,Compass,3,17500,Dealer,Petrol,Manual,16.0,1368,160.0,5,1335000,2023,First Owner,Excellent,Active,No,Bangalore
2061,Tata Tiago,Tata,Tiago,4,28000,Dealer,Petrol,Manual,23.84,1199,84.0,5,445000,2022,First Owner,Excellent,Active,Yes,Lucknow
2062,Maruti Wagon R,Maruti,Wagon R,12,87000,Dealer,Petrol,Manual,18.9,998,67.1,5,200000,2014,First Owner,Excellent,Active,No,Hyderabad
2063,Mercedes-Benz CLS,Mercedes-Benz,CLS,10,70000,Dealer,Diesel,Automatic,19.4,2143,204.0,4,1100000,2016,First Owner,Excellent,Active,No,Delhi
2064,Mahindra XUV500,Mahindra,XUV500,6,110000,Individual,Diesel,Manual,16.0,2179,140.0,7,1300000,2020,First Owner,Excellent,Active,No,Ahmedabad
2065,Honda City,Honda,City,11,80000,Individual,Petrol,Automatic,16.8,1497,118.0,5,300000,2015,First Owner,Excellent,Active,No,Lucknow
2066,Skoda Rapid,Skoda,Rapid,7,36000,Dealer,Diesel,Manual,20.5,1598,103.5,5,530000,2019,First Owner,Fair,Active,No,Mumbai
2067,Toyota Fortuner,Toyota,Fortuner,9,102000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1425000,2017,First Owner,Good,Active,No,Delhi
2068,Honda Civic,Honda,Civic,2,11000,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2000000,2024,Second Owner,Good,Active,No,Chennai
2069,Volkswagen Polo,Volkswagen,Polo,8,89929,Dealer,Diesel,Manual,20.14,1498,88.0,5,441000,2018,Fourth+ Owner,Excellent,Active,No,Chennai
2071,Maruti Vitara,Maruti,Vitara,4,55000,Dealer,Diesel,Manual,24.3,1248,88.5,5,925000,2022,First Owner,Good,Active,No,Mumbai
2072,Honda City,Honda,City,2,11200,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1275000,2024,First Owner,Fair,Expired,No,Bangalore
2073,Mahindra Scorpio,Mahindra,Scorpio,7,46000,Dealer,Diesel,Manual,15.4,2523,75.0,9,825000,2019,Second Owner,Fair,Active,No,Bangalore
2074,Jeep Compass,Jeep,Compass,4,21000,Dealer,Petrol,Automatic,14.1,1368,160.77,5,1499000,2022,Fourth+ Owner,Excellent,Active,Yes,Bangalore
2075,Datsun RediGO,Datsun,RediGO,2,10000,Individual,Petrol,Manual,22.7,799,53.64,5,320000,2024,First Owner,Good,Active,No,Ahmedabad
2078,Renault KWID,Renault,KWID,4,19000,Dealer,Petrol,Automatic,24.04,999,67.0,5,365000,2022,First Owner,Excellent,Active,Yes,Hyderabad
2079,Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,190000,2015,First Owner,Good,Active,No,Ahmedabad
2080,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,58000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1090000,2016,Third Owner,Excellent,Active,No,Chennai
2081,Volkswagen Vento,Volkswagen,Vento,9,45000,Dealer,Petrol,Manual,15.04,1598,103.6,5,355000,2017,First Owner,Good,Active,No,Lucknow
2083,Hyundai Grand,Hyundai,Grand,7,89000,Dealer,Diesel,Manual,24.0,1120,70.0,5,425000,2019,First Owner,Good,Active,No,Bangalore
2084,Honda City,Honda,City,7,89000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,2019,Second Owner,Good,Active,No,Bangalore
2085,Hyundai Verna,Hyundai,Verna,4,51000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,980000,2022,First Owner,Good,Expired,Yes,Mumbai
2086,Hyundai Grand,Hyundai,Grand,1,5000,Individual,Petrol,Manual,20.7,1197,81.86,5,800000,2025,Second Owner,Excellent,Active,No,Delhi
2087,Maruti Wagon R,Maruti,Wagon R,5,41224,Dealer,CNG,Manual,26.6,998,58.16,5,395000,2021,First Owner,Fair,Active,Yes,Hyderabad
2089,Maruti Swift Dzire,Maruti,Swift Dzire,4,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000,2022,First Owner,Excellent,Active,No,Kolkata
2090,Ford Figo,Ford,Figo,9,25000,Individual,Petrol,Manual,15.6,1196,70.0,5,295000,2017,Third Owner,Good,Active,No,Mumbai
2091,Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.0,8,850000,2017,First Owner,Excellent,Expired,No,Delhi
2092,Datsun RediGO,Datsun,RediGO,4,45000,Dealer,Petrol,Manual,22.5,999,67.0,5,255000,2022,First Owner,Good,Active,Yes,Mumbai
2094,Toyota Camry,Toyota,Camry,11,47000,Dealer,Petrol,Manual,13.4,2362,164.7,5,475000,2015,First Owner,Excellent,Active,No,Chennai
2095,Maruti Swift,Maruti,Swift,7,13100,Dealer,Petrol,Manual,21.21,1197,81.8,5,460000,2019,Second Owner,Fair,Active,No,Ahmedabad
2096,Maruti Wagon R,Maruti,Wagon R,6,56000,Dealer,Petrol,Manual,20.51,998,67.04,5,395000,2020,First Owner,Good,Active,No,Chennai
2098,Honda Jazz,Honda,Jazz,4,15000,Individual,Petrol,Manual,18.7,1199,88.7,5,700000,2022,First Owner,Good,Active,No,Delhi
2100,Maruti Eeco,Maruti,Eeco,8,55000,Dealer,Petrol,Manual,15.37,1196,73.0,7,335000,2018,Third Owner,Excellent,Active,No,Bangalore
